climb_slug,climb_name,country,region,side,category,length_km,elevation_gain_m,avg_grade_pct,max_grade_pct,summit_elevation_m,summit_lat,summit_lon,start_lat,start_lon,wikidata_id,cycletrip_url
el-teide,El Teide,ES,Canary Islands,from Los Cristianos,HC,41.8,2301,5.5,17.1,2311,28.25366,-16.62503,28.05121,-16.71618,,https://cycletrip.pro/climbs/el-teide
el-teide,El Teide,ES,Canary Islands,from Puerto de la Cruz,HC,38.3,2309,6.0,,2311,28.25366,-16.62503,28.41459,-16.54847,,https://cycletrip.pro/climbs/el-teide
monte-zoncolan-il-oncol-n,Monte Zoncolan / Il  Çoncolàn,IT,Friuli,from Ovaro / Davâr,HC,7.9,1039,13.2,20.9,1749,46.50247,12.92634,46.49004,12.87748,Q1468844,https://cycletrip.pro/climbs/monte-zoncolan-il-oncol-n
passo-dello-stelvio-stilfser-joch,Passo dello Stelvio - Stilfser Joch,IT,Dolomites,from Bormio,HC,21.9,1574,7.2,15.6,2758,46.52862,10.45321,46.46374,10.36546,Q1334855,https://cycletrip.pro/climbs/passo-dello-stelvio-stilfser-joch
passo-dello-stelvio-stilfser-joch,Passo dello Stelvio - Stilfser Joch,IT,Dolomites,from Prad am Stilfser Joch - Prato allo Stelvio,HC,25.3,1853,7.3,17.1,2758,46.52862,10.45321,46.61916,10.59667,Q1334855,https://cycletrip.pro/climbs/passo-dello-stelvio-stilfser-joch
colle-delle-finestre,Colle delle Finestre,IT,Piedmont,from Fenestrelle,1,15.7,1073,6.8,16.4,2176,45.07203,7.05334,45.02679,7.06848,Q1108944,https://cycletrip.pro/climbs/colle-delle-finestre
colle-delle-finestre,Colle delle Finestre,IT,Piedmont,from Meana di Susa,HC,15.8,1446,9.2,19.8,2176,45.07203,7.05334,45.11895,7.06498,Q1108944,https://cycletrip.pro/climbs/colle-delle-finestre
col-de-la-madeleine,Col de la Madeleine,FR,French Alps,from La Léchère,HC,25.6,1561,6.1,14.9,1993,45.43495,6.37552,45.53904,6.46948,Q1107475,https://cycletrip.pro/climbs/col-de-la-madeleine
col-de-la-madeleine,Col de la Madeleine,FR,French Alps,from Saint-Avre,HC,20.1,1539,7.7,13.7,1993,45.43495,6.37552,45.35352,6.30293,Q1107475,https://cycletrip.pro/climbs/col-de-la-madeleine
col-de-sommeiller-colle-del-sommeiller,Col de Sommeiller / Colle del Sommeiller,IT,Piedmont,from Bardonecchia,HC,24.9,1722,6.9,14.0,3009,45.13321,6.84585,45.08055,6.71036,Q525846,https://cycletrip.pro/climbs/col-de-sommeiller-colle-del-sommeiller
mont-ventoux,Mont Ventoux,FR,Provence,from Bédoin,HC,21.0,1569,7.5,16.3,1897,44.17298,5.27827,44.12519,5.18111,,https://cycletrip.pro/climbs/mont-ventoux
mont-ventoux,Mont Ventoux,FR,Provence,from Malaucène,HC,21.1,1540,7.3,13.6,1897,44.17298,5.27827,44.17311,5.13559,,https://cycletrip.pro/climbs/mont-ventoux
colle-valcavera,Colle Valcavera,IT,Piedmont,from Demonte,HC,22.7,1626,7.2,14.0,2416,44.38164,7.10124,44.31499,7.29491,Q3682752,https://cycletrip.pro/climbs/colle-valcavera
colle-fauniera,Colle Fauniera,IT,Piedmont,from Castelmagno,1,8.5,728,8.6,16.7,2481,44.38565,7.12181,44.39975,7.17089,Q1108936,https://cycletrip.pro/climbs/colle-fauniera
colle-fauniera,Colle Fauniera,IT,Piedmont,from Demonte,HC,24.5,1685,6.9,13.9,2481,44.38565,7.12181,44.31521,7.29537,Q1108936,https://cycletrip.pro/climbs/colle-fauniera
passo-dell-alpe-di-neggia,Passo dell'Alpe di Neggia,IT,,from Indemini,1,5.3,429,8.1,15.5,1395,46.11067,8.84545,46.0958,8.81879,Q666442,https://cycletrip.pro/climbs/passo-dell-alpe-di-neggia
passo-dell-alpe-di-neggia,Passo dell'Alpe di Neggia,IT,,from Vira (Gambarogno),HC,12.6,1193,9.5,22.3,1395,46.11067,8.84545,46.14407,8.84319,Q666442,https://cycletrip.pro/climbs/passo-dell-alpe-di-neggia
passo-san-marco,Passo San Marco,IT,Lombardy,from Morbegno,HC,26.0,1722,6.6,17.6,1991,46.04719,9.62278,46.13149,9.57513,Q176606,https://cycletrip.pro/climbs/passo-san-marco
passo-san-marco,Passo San Marco,IT,Lombardy,from Olmo al Brembo,HC,20.1,1428,7.1,16.7,1991,46.04719,9.62278,45.96502,9.6521,Q176606,https://cycletrip.pro/climbs/passo-san-marco
passo-di-crocedomini,Passo di Crocedomini,IT,Lombardy,from Anfo,1,31.1,1426,4.6,14.8,1892,45.90753,10.40951,45.79965,10.50362,Q353065,https://cycletrip.pro/climbs/passo-di-crocedomini
passo-di-crocedomini,Passo di Crocedomini,IT,Lombardy,from Prestine,HC,18.1,1435,7.9,17.5,1892,45.90753,10.40951,45.93567,10.29493,Q353065,https://cycletrip.pro/climbs/passo-di-crocedomini
angliru,Angliru,ES,Asturias,from Purció,HC,9.3,1021,11.0,24.2,1570,43.22569,-5.93803,43.24368,-5.90339,Q443610,https://cycletrip.pro/climbs/angliru
passo-manghen,Passo Manghen,IT,Dolomites,from Molina di Fiemme,HC,16.1,1224,7.6,14.1,2047,46.17325,11.44147,46.27176,11.42307,Q623236,https://cycletrip.pro/climbs/passo-manghen
passo-manghen,Passo Manghen,IT,Dolomites,from Telve,HC,21.0,1527,7.3,14.3,2047,46.17325,11.44147,46.06773,11.48175,Q623236,https://cycletrip.pro/climbs/passo-manghen
cime-de-la-bonette,Cime de la Bonette,FR,French Alps,from Jausiers,HC,23.1,1593,6.9,17.2,2860,44.32162,6.80689,44.42013,6.73848,Q2972421,https://cycletrip.pro/climbs/cime-de-la-bonette
cime-de-la-bonette,Cime de la Bonette,FR,French Alps,from Saint-Étienne-de-Tinée,HC,31.9,1769,5.5,19.3,2860,44.32162,6.80689,44.22175,6.96538,Q2972421,https://cycletrip.pro/climbs/cime-de-la-bonette
colle-di-sampeyre,Colle di Sampeyre,IT,Piedmont,from Elva,2,3.9,326,8.4,12.6,2284,44.55095,7.11958,44.52719,7.10425,Q1108948,https://cycletrip.pro/climbs/colle-di-sampeyre
colle-di-sampeyre,Colle di Sampeyre,IT,Piedmont,from Sampeyre,HC,15.5,1307,8.4,14.5,2284,44.55095,7.11958,44.57791,7.18486,Q1108948,https://cycletrip.pro/climbs/colle-di-sampeyre
passo-del-bernina,Passo del Bernina,IT,,from Pontresina,2,15.1,552,3.7,9.3,2330,46.41092,10.02762,46.49146,9.89871,Q204774,https://cycletrip.pro/climbs/passo-del-bernina
passo-del-bernina,Passo del Bernina,IT,,from Tirano,HC,33.3,1885,5.7,15.5,2330,46.41092,10.02762,46.21795,10.15598,Q204774,https://cycletrip.pro/climbs/passo-del-bernina
col-de-la-lombarde-colle-della-lombarda,Col de la Lombarde / Colle della Lombarda,FR,French Alps,from Isola,HC,20.6,1484,7.2,14.3,2351,44.20267,7.1501,44.18509,7.05467,Q779782,https://cycletrip.pro/climbs/col-de-la-lombarde-colle-della-lombarda
col-de-la-lombarde-colle-della-lombarda,Col de la Lombarde / Colle della Lombarda,FR,French Alps,from Vinadio,HC,20.9,1454,7.0,13.4,2351,44.20267,7.1501,44.30315,7.15991,Q779782,https://cycletrip.pro/climbs/col-de-la-lombarde-colle-della-lombarda
monte-bondone,Monte Bondone,IT,Lake Garda,from Padergnone,1,27.9,1305,4.7,11.8,,46.03965,11.0643,46.06052,10.99262,,https://cycletrip.pro/climbs/monte-bondone
monte-bondone,Monte Bondone,IT,Lake Garda,from Vela,HC,17.2,1339,7.8,12.5,,46.03965,11.0643,46.07988,11.09868,,https://cycletrip.pro/climbs/monte-bondone
col-du-tourmalet,Col du Tourmalet,FR,Pyrenees,from Campan,HC,17.1,1267,7.4,15.2,2115,42.90839,0.1453,42.98347,0.228,Q942322,https://cycletrip.pro/climbs/col-du-tourmalet
col-du-tourmalet,Col du Tourmalet,FR,Pyrenees,from Luz-Saint-Sauveur,HC,18.9,1406,7.4,14.9,2115,42.90839,0.1453,42.87347,-0.00326,Q942322,https://cycletrip.pro/climbs/col-du-tourmalet
col-du-glandon,Col du Glandon,FR,French Alps,from Saint-Étienne-de-Cuines,HC,21.0,1472,7.0,13.3,1924,45.23961,6.17554,45.35005,6.29992,Q1107488,https://cycletrip.pro/climbs/col-du-glandon
penser-joch-passo-di-pennes,Penser Joch - Passo di Pennes,IT,Dolomites,from Elzenbaum - Pruno,HC,15.1,1236,8.2,18.9,2211,46.81878,11.44125,46.88112,11.43206,Q1414399,https://cycletrip.pro/climbs/penser-joch-passo-di-pennes
penser-joch-passo-di-pennes,Penser Joch - Passo di Pennes,IT,Dolomites,from Sarntal - Sarentino,1,35.3,1440,4.1,14.6,2211,46.81878,11.44125,46.59683,11.38105,Q1414399,https://cycletrip.pro/climbs/penser-joch-passo-di-pennes
jaufenpass-passo-di-monte-giovo,Jaufenpass - Passo di Monte Giovo,IT,Dolomites,from St. Leonhard in Passeier - San Leonardo in Passiria,HC,19.5,1399,7.2,16.3,2094,46.8396,11.32147,46.81293,11.24587,Q533765,https://cycletrip.pro/climbs/jaufenpass-passo-di-monte-giovo
jaufenpass-passo-di-monte-giovo,Jaufenpass - Passo di Monte Giovo,IT,Dolomites,from Thuins - Tunes,1,16.5,1149,7.0,13.7,2094,46.8396,11.32147,46.88698,11.4219,Q533765,https://cycletrip.pro/climbs/jaufenpass-passo-di-monte-giovo
col-agnel-colle-dell-agnello,Col Agnel / Colle dell'Agnello,IT,Piedmont,from Casteldelfino,HC,20.4,1433,7.0,19.3,2744,44.68389,6.97959,44.59099,7.06817,Q511182,https://cycletrip.pro/climbs/col-agnel-colle-dell-agnello
col-agnel-colle-dell-agnello,Col Agnel / Colle dell'Agnello,IT,Piedmont,from Guillestre,1,35.0,1634,4.7,11.4,2744,44.68389,6.97959,44.69128,6.70212,Q511182,https://cycletrip.pro/climbs/col-agnel-colle-dell-agnello
faux-col-de-restefond,Faux col de Restefond,FR,French Alps,from Jausiers,HC,20.4,1426,7.0,12.1,2656,44.33682,6.80129,44.42023,6.73767,Q3067603,https://cycletrip.pro/climbs/faux-col-de-restefond
faux-col-de-restefond,Faux col de Restefond,FR,French Alps,from Saint-Étienne-de-Tinée,1,34.4,1637,4.8,13.1,2656,44.33682,6.80129,44.20945,6.9768,Q3067603,https://cycletrip.pro/climbs/faux-col-de-restefond
rifugio-sapienza,Rifugio Sapienza,IT,Sicily,from Ragala,1,18.8,1176,6.3,13.3,1910,37.70001,14.99882,37.61729,15.02426,,https://cycletrip.pro/climbs/rifugio-sapienza
rifugio-sapienza,Rifugio Sapienza,IT,Sicily,from Zafferana Etnea,HC,18.3,1334,7.3,13.7,1910,37.70001,14.99882,37.68993,15.10549,,https://cycletrip.pro/climbs/rifugio-sapienza
colle-san-carlo,Colle San Carlo,IT,Aosta Valley,from Cretaz Desot,HC,11.2,1046,9.3,15.9,1951,45.74282,6.98861,45.75342,7.04386,Q2691729,https://cycletrip.pro/climbs/colle-san-carlo
colle-san-carlo,Colle San Carlo,IT,Aosta Valley,from La Thuile,1,7.3,517,7.1,11.7,1951,45.74282,6.98861,45.71741,6.94813,Q2691729,https://cycletrip.pro/climbs/colle-san-carlo
passo-del-mortirolo,Passo del Mortirolo,IT,Lombardy,from Monno,1,12.6,957,7.6,14.7,1852,46.24786,10.29831,46.21481,10.35166,Q1633178,https://cycletrip.pro/climbs/passo-del-mortirolo
passo-del-mortirolo,Passo del Mortirolo,IT,Lombardy,from Tiolo,HC,13.8,1140,8.3,15.0,1852,46.24786,10.29831,46.30597,10.29462,Q1633178,https://cycletrip.pro/climbs/passo-del-mortirolo
pass-umbrail-giogo-di-santa-maria,Pass Umbrail - Giogo di Santa Maria,IT,Lombardy,from Sta. Maria Val Müstair,HC,13.3,1118,8.4,12.5,2501,46.54165,10.43318,46.6022,10.42503,Q665026,https://cycletrip.pro/climbs/pass-umbrail-giogo-di-santa-maria
col-de-granon,Col de Granon,FR,French Alps,from Saint-Chaffrey,HC,11.8,1050,8.9,13.1,2413,44.96278,6.61091,44.93071,6.59326,Q1107359,https://cycletrip.pro/climbs/col-de-granon
puerto-de-la-ragua,Puerto de la Ragua,ES,Andalusia,from Cherín,HC,24.9,1512,6.1,13.3,,37.11336,-3.02986,36.96604,-3.012,,https://cycletrip.pro/climbs/puerto-de-la-ragua
puerto-de-la-ragua,Puerto de la Ragua,ES,Andalusia,from Ferreira,1,15.7,910,5.8,13.4,,37.11336,-3.02986,37.20191,-3.04889,,https://cycletrip.pro/climbs/puerto-de-la-ragua
col-du-grand-saint-bernard,Col du Grand Saint-Bernard,IT,Aosta Valley,from Bourg-Saint-Pierre,1,6.7,564,8.4,14.6,2469,45.86905,7.17041,45.90311,7.19854,Q623424,https://cycletrip.pro/climbs/col-du-grand-saint-bernard
col-du-grand-saint-bernard,Col du Grand Saint-Bernard,IT,Aosta Valley,from Gignod,HC,30.6,1693,5.5,11.8,2469,45.86905,7.17041,45.76459,7.31209,Q623424,https://cycletrip.pro/climbs/col-du-grand-saint-bernard
sella-di-leonessa,Sella di Leonessa,IT,Central Apennines,from Leonessa,1,17.3,951,5.5,12.4,1900,42.47373,13.00618,42.56311,12.96881,Q1859988,https://cycletrip.pro/climbs/sella-di-leonessa
sella-di-leonessa,Sella di Leonessa,IT,Central Apennines,from Lisciano,HC,21.0,1384,6.6,13.9,1900,42.47373,13.00618,42.43569,12.9114,Q1859988,https://cycletrip.pro/climbs/sella-di-leonessa
plateau-de-beille,Plateau de Beille,FR,Pyrenees,from Aulos,HC,16.5,1220,7.4,19.7,1735,42.73122,1.68522,42.79452,1.67454,,https://cycletrip.pro/climbs/plateau-de-beille
passo-del-baremone,Passo del Baremone,IT,Lake Garda,from Anfo,1,11.3,1004,8.9,15.5,1406,45.79197,10.46527,45.76877,10.49516,Q2157217,https://cycletrip.pro/climbs/passo-del-baremone
mont-du-chat,Mont du Chat,FR,French Alps,from La Motte-Servolex,1,20.1,1212,6.0,14.6,1486,45.66095,5.82159,45.59707,5.87233,Q3322225,https://cycletrip.pro/climbs/mont-du-chat
mont-du-chat,Mont du Chat,FR,French Alps,from Saint-Paul-sur-Yenne,1,12.1,1045,8.6,16.4,1486,45.66095,5.82159,45.67611,5.78343,Q3322225,https://cycletrip.pro/climbs/mont-du-chat
col-du-grand-colombier,Col du Grand Colombier,FR,Jura,from Bordèze,1,12.9,887,6.9,15.8,1498,45.90346,5.76166,45.92943,5.72865,Q2049244,https://cycletrip.pro/climbs/col-du-grand-colombier
col-du-grand-colombier,Col du Grand Colombier,FR,Jura,from Culoz,1,17.7,1252,7.1,22.1,1498,45.90346,5.76166,45.84794,5.7831,Q2049244,https://cycletrip.pro/climbs/col-du-grand-colombier
passo-di-gavia,Passo di Gavia,IT,Lombardy,from Bormio,1,26.3,1435,5.5,14.7,2621,46.34348,10.48733,46.46361,10.36541,Q1008597,https://cycletrip.pro/climbs/passo-di-gavia
passo-di-gavia,Passo di Gavia,IT,Lombardy,from Ponte di Legno,1,17.9,1252,7.0,24.8,2621,46.34348,10.48733,46.25644,10.52359,Q1008597,https://cycletrip.pro/climbs/passo-di-gavia
sella-di-pian-de-le-femene,Sella di Pian de le Femene,IT,Dolomites,from Revine,1,9.3,895,9.6,14.5,1125,46.01334,12.22726,45.99768,12.2473,Q3901874,https://cycletrip.pro/climbs/sella-di-pian-de-le-femene
alpe-dhuez,Alpe d'Huez,FR,French Alps,from Le Bourg-d'Oisans,1,14.4,1103,7.7,15.5,1860,45.0925,6.0699,45.06275,6.03704,,https://cycletrip.pro/climbs/alpe-dhuez
passo-di-campogrosso,Passo di Campogrosso,IT,Veneto,from Recoaro Terme,1,11.0,969,8.8,15.4,1453,45.729,11.16886,45.70248,11.21566,Q3897429,https://cycletrip.pro/climbs/passo-di-campogrosso
col-de-la-charmette,Col de la Charmette,FR,French Alps,from Saint-Égrève,1,13.3,1067,8.0,16.3,1261,45.32186,5.73993,45.22844,5.68152,Q2982152,https://cycletrip.pro/climbs/col-de-la-charmette
coll-de-la-gallina,Coll de la Gallina,AD,Andorra,from Aubinyà,1,12.0,1005,8.4,17.3,,42.45936,1.44998,42.46126,1.48951,,https://cycletrip.pro/climbs/coll-de-la-gallina
coll-de-la-gallina,Coll de la Gallina,AD,Andorra,from Bixessarri,1,8.2,722,8.8,13.7,,42.45936,1.44998,42.4836,1.45847,,https://cycletrip.pro/climbs/coll-de-la-gallina
gampenpass-passo-delle-palade,Gampenpass - Passo delle Palade,IT,Dolomites,from Castelfondo,2,13.5,582,4.3,11.2,1518,46.52955,11.1118,46.44041,11.13308,Q1493265,https://cycletrip.pro/climbs/gampenpass-passo-delle-palade
gampenpass-passo-delle-palade,Gampenpass - Passo delle Palade,IT,Dolomites,from Lana,1,18.0,1223,6.8,14.4,1518,46.52955,11.1118,46.6165,11.14343,Q1493265,https://cycletrip.pro/climbs/gampenpass-passo-delle-palade
col-d-erro-mendi,Col d'Erroïmendi,FR,Pyrenees,from Menditte,1,11.5,974,8.5,18.6,1350,42.99743,-0.98607,43.02702,-0.92382,Q2981990,https://cycletrip.pro/climbs/col-d-erro-mendi
passo-di-giau,Passo di Giau,IT,Dolomites,from Cortina d'Ampezzo,1,9.1,710,7.8,13.4,2236,46.48252,12.05367,46.51706,12.09972,Q1975137,https://cycletrip.pro/climbs/passo-di-giau
passo-di-giau,Passo di Giau,IT,Dolomites,from Selva di Cadore,1,9.8,905,9.2,14.6,2236,46.48252,12.05367,46.45595,12.03188,Q1975137,https://cycletrip.pro/climbs/passo-di-giau
col-d-aubisque,Col d'Aubisque,FR,Pyrenees,from Béost,2,5.6,358,6.4,12.8,1709,42.97658,-0.33979,42.96266,-0.29981,Q1107555,https://cycletrip.pro/climbs/col-d-aubisque
col-d-aubisque,Col d'Aubisque,FR,Pyrenees,from Laruns,1,16.4,1168,7.1,13.4,1709,42.97658,-0.33979,42.97789,-0.42073,Q1107555,https://cycletrip.pro/climbs/col-d-aubisque
pila,Pila,IT,Aosta Valley,from Charvensod,1,18.3,1234,6.7,13.6,,45.68727,7.31082,45.72716,7.33534,,https://cycletrip.pro/climbs/pila
col-de-la-pierre-saint-martin,Col de la Pierre Saint-Martin,FR,Pyrenees,from Arette,1,24.4,1425,5.8,16.2,1765,42.96895,-0.76829,43.08702,-0.72124,Q1107451,https://cycletrip.pro/climbs/col-de-la-pierre-saint-martin
col-de-la-pierre-saint-martin,Col de la Pierre Saint-Martin,FR,Pyrenees,from Roncal / Erronkari,2,33.8,1058,3.1,11.3,1765,42.96895,-0.76829,42.80626,-0.9564,Q1107451,https://cycletrip.pro/climbs/col-de-la-pierre-saint-martin
col-de-la-forclaz-q670156,Col de la Forclaz,IT,,from Ravoire,1,13.1,1031,7.9,13.9,1527,46.05773,7.00135,46.08819,7.05552,Q670156,https://cycletrip.pro/climbs/col-de-la-forclaz-q670156
col-de-la-forclaz-q670156,Col de la Forclaz,IT,,from Trient,2,7.1,415,5.9,18.5,1527,46.05773,7.00135,46.05974,6.96178,Q670156,https://cycletrip.pro/climbs/col-de-la-forclaz-q670156
passo-di-valcava,Passo di Valcava,IT,Lombardy,from Almenno San Salvatore,1,25.5,1061,4.2,11.8,1340,45.7882,9.51421,45.74309,9.6005,Q4007964,https://cycletrip.pro/climbs/passo-di-valcava
passo-di-valcava,Passo di Valcava,IT,Lombardy,from Corte,1,14.5,1087,7.5,17.6,1340,45.7882,9.51421,45.79304,9.44365,Q4007964,https://cycletrip.pro/climbs/passo-di-valcava
hautacam,Hautacam,FR,Pyrenees,from Ayros-Arbouix,1,13.7,1060,7.7,15.0,1514,42.97451,-0.00985,43.00172,-0.06935,,https://cycletrip.pro/climbs/hautacam
col-du-galibier,Col du Galibier,FR,French Alps,from Le Monêtier-les-Bains,1,8.7,578,6.6,11.8,2642,45.06414,6.40786,45.03592,6.40577,Q732143,https://cycletrip.pro/climbs/col-du-galibier
col-du-galibier,Col du Galibier,FR,French Alps,from Valloire,1,17.0,1168,6.9,13.7,2642,45.06414,6.40786,45.16016,6.42143,Q732143,https://cycletrip.pro/climbs/col-du-galibier
izana,Izaña,ES,Canary Islands,from El Portillo,3,6.8,245,3.6,11.0,2278,28.30926,-16.50303,28.30614,-16.56318,,https://cycletrip.pro/climbs/izana
izana,Izaña,ES,Canary Islands,from La Cuesta,1,34.9,1673,4.8,13.7,2278,28.30926,-16.50303,28.47536,-16.32503,,https://cycletrip.pro/climbs/izana
foce-a-giovo,Foce a Giovo,IT,Tuscany,from Chifenti,1,30.8,1556,5.1,18.2,1664,44.11828,10.60955,43.99987,10.55875,Q3746946,https://cycletrip.pro/climbs/foce-a-giovo
foce-a-giovo,Foce a Giovo,IT,Tuscany,from Val di Luce,3,7.3,315,4.3,12.5,1664,44.11828,10.60955,44.14635,10.63381,Q3746946,https://cycletrip.pro/climbs/foce-a-giovo
col-du-mont-cenis,Col du Mont Cenis,FR,French Alps,from Modane,2,33.4,1021,3.1,14.6,2083,45.25983,6.90088,45.20234,6.67126,Q13411496,https://cycletrip.pro/climbs/col-du-mont-cenis
col-du-mont-cenis,Col du Mont Cenis,FR,French Alps,from Susa,1,31.8,1602,5.0,14.2,2083,45.25983,6.90088,45.13649,7.06702,Q13411496,https://cycletrip.pro/climbs/col-du-mont-cenis
col-de-turini,Col de Turini,FR,French Alps,from La Bollène-Vésubie,1,15.3,1098,7.2,19.4,1604,43.97757,7.3916,43.98909,7.32073,Q1107405,https://cycletrip.pro/climbs/col-de-turini
col-de-turini,Col de Turini,FR,French Alps,from Lucéram,1,20.6,929,4.5,17.1,1604,43.97757,7.3916,43.88363,7.35944,Q1107405,https://cycletrip.pro/climbs/col-de-turini
isola-2000,Isola 2000,FR,French Alps,from Isola,1,17.6,1174,6.7,14.0,2062,44.185,7.16078,44.18488,7.05483,,https://cycletrip.pro/climbs/isola-2000
alpe-san-pellegrino,Alpe San Pellegrino,IT,Tuscany,from Pieve Fosciana,1,11.4,945,8.3,17.2,1341,44.18218,10.47571,44.13715,10.41706,,https://cycletrip.pro/climbs/alpe-san-pellegrino
chamrousse,Chamrousse,FR,French Alps,from Vaulnaveys-le-Bas,1,25.7,1412,5.5,13.7,,45.11081,5.87484,45.10095,5.79763,,https://cycletrip.pro/climbs/chamrousse
monte-bisbino,Monte Bisbino,IT,Lombardy,from Olzino,1,15.4,1094,7.1,13.9,1325,45.87369,9.06666,45.84044,9.07533,Q3861242,https://cycletrip.pro/climbs/monte-bisbino
passo-duran,Passo Duran,IT,Dolomites,from Dozza,1,12.5,793,6.3,15.2,1605,46.32491,12.09606,46.34583,12.19234,Q634522,https://cycletrip.pro/climbs/passo-duran
passo-duran,Passo Duran,IT,Dolomites,from La Pief de Agort,1,13.2,997,7.6,15.8,1605,46.32491,12.09606,46.27132,12.03699,Q634522,https://cycletrip.pro/climbs/passo-duran
col-du-granier,Col du Granier,FR,French Alps,from Chapareillan,1,9.7,849,8.8,14.1,1134,45.48049,5.91498,45.46575,5.98593,Q2982282,https://cycletrip.pro/climbs/col-du-granier
col-du-granier,Col du Granier,FR,French Alps,from Jacob-Bellecombette,1,13.3,741,5.6,12.5,1134,45.48049,5.91498,45.55442,5.92168,Q2982282,https://cycletrip.pro/climbs/col-du-granier
col-du-granier,Col du Granier,FR,French Alps,from Saint-Pierre-d'Entremont,2,9.4,479,5.1,11.9,1134,45.48049,5.91498,45.41881,5.85641,Q2982282,https://cycletrip.pro/climbs/col-du-granier
le-semnoz,Le Semnoz,FR,French Alps,from Les Balmettes,1,17.7,1152,6.5,12.2,,45.79098,6.1019,45.89393,6.1301,,https://cycletrip.pro/climbs/le-semnoz
le-semnoz,Le Semnoz,FR,French Alps,from Sevrier,1,24.6,1173,4.8,9.7,,45.79098,6.1019,45.86216,6.14099,,https://cycletrip.pro/climbs/le-semnoz
col-de-la-colombi-re,Col de la Colombière,FR,French Alps,from Saint-Jean-de-Sixt,1,13.1,718,5.5,12.6,1613,45.99223,6.47569,45.93386,6.4155,Q868223,https://cycletrip.pro/climbs/col-de-la-colombi-re
col-de-la-colombi-re,Col de la Colombière,FR,French Alps,from Scionzier,1,17.1,1124,6.6,14.3,1613,45.99223,6.47569,46.05462,6.56028,Q868223,https://cycletrip.pro/climbs/col-de-la-colombi-re
cima-mammarosa,Cima Mammarosa,IT,Central Apennines,from Abbateggio,1,17.0,1120,6.6,13.9,1650,42.17112,14.11655,42.21761,13.99657,Q108137931,https://cycletrip.pro/climbs/cima-mammarosa
cima-mammarosa,Cima Mammarosa,IT,Central Apennines,from Pretoro,2,4.9,323,6.6,11.5,1650,42.17112,14.11655,42.18896,14.10455,Q108137931,https://cycletrip.pro/climbs/cima-mammarosa
col-de-la-cayolle,Col de la Cayolle,FR,French Alps,from Barcelonnette,1,27.5,1194,4.3,20.9,2326,44.25914,6.74397,44.37971,6.62897,Q1107430,https://cycletrip.pro/climbs/col-de-la-cayolle
col-de-la-cayolle,Col de la Cayolle,FR,French Alps,from Guillaumes,1,33.4,1566,4.7,17.8,2326,44.25914,6.74397,44.07921,6.85682,Q1107430,https://cycletrip.pro/climbs/col-de-la-cayolle
col-de-porte,Col de Porte,FR,French Alps,from Grenoble,1,16.8,1112,6.6,14.1,,45.28994,5.767,45.19385,5.72513,,https://cycletrip.pro/climbs/col-de-porte
col-de-porte,Col de Porte,FR,French Alps,from Saint-Pierre-de-Chartreuse,1,8.1,516,6.4,12.3,,45.28994,5.767,45.3383,5.80738,,https://cycletrip.pro/climbs/col-de-porte
col-bagargiak,Col Bagargiak,FR,Pyrenees,from Iholdy,3,11.0,394,3.6,11.9,1327,43.03813,-1.02672,43.01449,-1.08371,Q1107321,https://cycletrip.pro/climbs/col-bagargiak
col-bagargiak,Col Bagargiak,FR,Pyrenees,from Menditte,1,9.4,825,8.8,15.9,1327,43.03813,-1.02672,43.02554,-0.97343,Q1107321,https://cycletrip.pro/climbs/col-bagargiak
col-de-joux,Col de Joux,IT,Aosta Valley,from Saint-Vincent,1,15.7,1064,6.8,13.7,1639,45.75402,7.70287,45.75098,7.65027,Q2583852,https://cycletrip.pro/climbs/col-de-joux
col-de-joux,Col de Joux,IT,Aosta Valley,from Vollon,3,6.1,346,5.7,15.4,1639,45.75402,7.70287,45.76036,7.72275,Q2583852,https://cycletrip.pro/climbs/col-de-joux
passo-bordala,Passo Bordala,IT,Lake Garda,from Castellano,2,6.1,357,5.9,10.4,1250,45.90714,10.97714,45.93197,11.0072,Q2056116,https://cycletrip.pro/climbs/passo-bordala
passo-bordala,Passo Bordala,IT,Lake Garda,from Loppio,1,14.8,1040,7.0,15.7,1250,45.90714,10.97714,45.85496,10.93205,Q2056116,https://cycletrip.pro/climbs/passo-bordala
col-du-soudet,Col du Soudet,FR,Pyrenees,from Arette,1,20.6,1191,5.8,16.6,1533,42.9867,-0.75469,43.08764,-0.72086,Q954436,https://cycletrip.pro/climbs/col-du-soudet
col-du-soudet,Col du Soudet,FR,Pyrenees,from Menditte,1,18.8,1169,6.2,17.8,1533,42.9867,-0.75469,43.02863,-0.86959,Q954436,https://cycletrip.pro/climbs/col-du-soudet
larraineko-mendatea,Larraineko mendatea,FR,Pyrenees,from 9. fazeria,1,10.8,659,6.1,13.2,1573,42.97413,-0.99387,42.92883,-1.00556,Q1851165,https://cycletrip.pro/climbs/larraineko-mendatea
larraineko-mendatea,Larraineko mendatea,FR,Pyrenees,from Menditte,1,23.8,1310,5.5,19.6,1573,42.97413,-0.99387,43.07505,-0.87447,Q1851165,https://cycletrip.pro/climbs/larraineko-mendatea
la-rabassa,la Rabassa,AD,Andorra,from Nagol,1,17.0,1108,6.5,14.3,,42.43534,1.52072,42.46717,1.49152,,https://cycletrip.pro/climbs/la-rabassa
