climb_slug,climb_name,country,region,side,category,length_km,elevation_gain_m,avg_grade_pct,max_grade_pct,summit_elevation_m,summit_lat,summit_lon,start_lat,start_lon,wikidata_id,cycletrip_url
camposauro,Camposauro,IT,Campania,from Vitulano,2,4.9,389,8.0,15.4,815,41.18197,14.62691,41.17238,14.65485,,https://cycletrip.pro/climbs/camposauro
passo-falzarego,Passo Falzarego,IT,Dolomites,from Cortina d'Ampezzo,1,15.8,896,5.7,16.3,2105,46.51875,12.00843,46.54,12.13004,Q660136,https://cycletrip.pro/climbs/passo-falzarego
passo-falzarego,Passo Falzarego,IT,Dolomites,from Larcionei - Larzonei,1,11.2,650,5.8,11.0,2105,46.51875,12.00843,46.48019,11.97684,Q660136,https://cycletrip.pro/climbs/passo-falzarego
col-du-pr,Col du Pré,FR,French Alps,from Beaufort,1,5.8,543,9.4,13.7,1703,45.6903,6.59797,45.68307,6.576,Q5141851,https://cycletrip.pro/climbs/col-du-pr
colla-di-casotto,Colla di Casotto,IT,Piedmont,from Garessio,1,12.5,797,6.4,11.8,1381,44.21614,7.94558,44.20356,8.01406,Q3682668,https://cycletrip.pro/climbs/colla-di-casotto
colla-di-casotto,Colla di Casotto,IT,Piedmont,from Pamparato,1,10.6,596,5.6,11.1,1381,44.21614,7.94558,44.27398,7.9104,Q3682668,https://cycletrip.pro/climbs/colla-di-casotto
col-d-aspin,Col d'Aspin,FR,Pyrenees,from Arreau,1,12.1,786,6.5,11.6,1489,42.94233,0.32738,42.90881,0.3593,Q1107533,https://cycletrip.pro/climbs/col-d-aspin
col-d-aspin,Col d'Aspin,FR,Pyrenees,from Campan,2,12.6,635,5.0,14.8,1489,42.94233,0.32738,42.98253,0.22812,Q1107533,https://cycletrip.pro/climbs/col-d-aspin
candriai,Candriai,IT,Dolomites,from Trento,2,8.6,453,5.3,10.6,967,46.06356,11.08757,46.08451,11.07107,,https://cycletrip.pro/climbs/candriai
candriai,Candriai,IT,Dolomites,from Vela,1,7.6,620,8.2,12.3,967,46.06356,11.08757,46.07975,11.09877,,https://cycletrip.pro/climbs/candriai
hourquette-d-ancizan,Hourquette d'Ancizan,FR,Pyrenees,from Campan,2,10.1,466,4.6,10.7,1564,42.89994,0.30577,42.94378,0.27736,Q2727827,https://cycletrip.pro/climbs/hourquette-d-ancizan
hourquette-d-ancizan,Hourquette d'Ancizan,FR,Pyrenees,from Guchen,1,9.0,673,7.5,15.2,1564,42.89994,0.30577,42.86681,0.33359,Q2727827,https://cycletrip.pro/climbs/hourquette-d-ancizan
passo-del-cerreto,Passo del Cerreto,IT,Northern Apennines,from Collagna,2,11.5,518,4.5,11.0,1243,44.30408,10.21713,44.35202,10.28186,Q1101601,https://cycletrip.pro/climbs/passo-del-cerreto
passo-del-cerreto,Passo del Cerreto,IT,Northern Apennines,from Fivizzano,1,23.9,1089,4.6,13.2,1243,44.30408,10.21713,44.20779,10.0831,Q1101601,https://cycletrip.pro/climbs/passo-del-cerreto
passo-di-sant-antonio,Passo di Sant'Antonio,IT,Dolomites,from Auronzo di Cadore,1,8.1,642,7.9,16.4,1476,46.572,12.48236,46.54296,12.46085,Q974769,https://cycletrip.pro/climbs/passo-di-sant-antonio
passo-di-sant-antonio,Passo di Sant'Antonio,IT,Dolomites,from Dosoledo,3,4.9,245,5.0,13.2,1476,46.572,12.48236,46.60343,12.48533,Q974769,https://cycletrip.pro/climbs/passo-di-sant-antonio
col-de-suscousse,Col de Suscousse,FR,Pyrenees,from Menditte,1,15.0,871,5.8,17.8,1216,42.99828,-0.75281,43.02906,-0.86994,Q2982121,https://cycletrip.pro/climbs/col-de-suscousse
passo-del-portello,Passo del Portello,IT,Liguria,from Gattorna,1,15.0,867,5.8,13.2,1051,44.49542,9.17866,44.42961,9.18269,Q3897376,https://cycletrip.pro/climbs/passo-del-portello
passo-del-portello,Passo del Portello,IT,Liguria,from Torriglia,3,11.9,421,3.5,12.3,1051,44.49542,9.17866,44.49161,9.13186,Q3897376,https://cycletrip.pro/climbs/passo-del-portello
somport,Somport,ES,Southern Pyrenees,from Athas,1,28.6,1202,4.2,16.0,1632,42.79572,-0.52485,42.979,-0.61601,Q389859,https://cycletrip.pro/climbs/somport
somport,Somport,ES,Southern Pyrenees,from Canfranc-Estación,2,7.8,442,5.7,11.6,1632,42.79572,-0.52485,42.74801,-0.51584,Q389859,https://cycletrip.pro/climbs/somport
col-de-la-madone,Col de la Madone,FR,Provence,from Menton,1,11.9,775,6.5,15.1,925,43.8069,7.4386,43.7773,7.48695,,https://cycletrip.pro/climbs/col-de-la-madone
col-de-sarenne,Col de Sarenne,FR,French Alps,from Clavans-le-Haut,1,7.1,593,8.4,15.8,1999,45.08753,6.14906,45.08241,6.16145,Q2982115,https://cycletrip.pro/climbs/col-de-sarenne
col-de-sarenne,Col de Sarenne,FR,French Alps,from Le Freney-d'Oisans,3,3.1,217,7.0,11.1,1999,45.08753,6.14906,45.07884,6.11943,Q2982115,https://cycletrip.pro/climbs/col-de-sarenne
col-de-la-machine,Col de la Machine,FR,,from Saint-Jean-en-Royans,1,12.2,779,6.4,22.1,1011,44.97474,5.33477,45.01485,5.2913,Q2982180,https://cycletrip.pro/climbs/col-de-la-machine
pico-llen,Peña Cabarga,ES,Cantabria,from Santiago de Cudeyo,1,5.9,543,9.2,14.7,566,43.37908,-3.77862,43.39746,-3.78364,Q8537932,https://cycletrip.pro/climbs/pico-llen
col-burdin-olatze,Col Burdin Olatze,FR,Pyrenees,from Iholdy,1,15.1,743,4.9,13.9,892,43.09135,-1.02255,43.13096,-1.13887,Q2982022,https://cycletrip.pro/climbs/col-burdin-olatze
col-burdin-olatze,Col Burdin Olatze,FR,Pyrenees,from Menditte,1,11.8,768,6.5,15.4,892,43.09135,-1.02255,43.09293,-0.91041,Q2982022,https://cycletrip.pro/climbs/col-burdin-olatze
col-de-la-forclaz-q8559760,Col de la Forclaz,FR,French Alps,from Giez,1,9.1,669,7.4,15.6,1147,45.80846,6.24476,45.76259,6.25557,Q8559760,https://cycletrip.pro/climbs/col-de-la-forclaz-q8559760
col-de-la-forclaz-q8559760,Col de la Forclaz,FR,French Alps,from Talloires,1,8.3,596,7.2,15.4,1147,45.80846,6.24476,45.84705,6.21389,Q8559760,https://cycletrip.pro/climbs/col-de-la-forclaz-q8559760
alto-de-hazallanas,Alto de Hazallanas,ES,Andalusia,from Cenes de la Vega,1,17.0,911,5.4,12.2,1615,37.13453,-3.44066,37.15988,-3.55802,,https://cycletrip.pro/climbs/alto-de-hazallanas
passo-del-lagastrello,Passo del Lagastrello,IT,Tuscany,from Palanzano,2,19.0,632,3.3,13.2,1200,44.34026,10.12977,44.43347,10.17068,Q1032406,https://cycletrip.pro/climbs/passo-del-lagastrello
passo-del-lagastrello,Passo del Lagastrello,IT,Tuscany,from Terrarossa,1,26.6,1138,4.3,12.0,1200,44.34026,10.12977,44.22398,9.97253,Q1032406,https://cycletrip.pro/climbs/passo-del-lagastrello
colla-di-praglia,Colla di Praglia,IT,Liguria,from Bosio,3,15.1,361,2.4,12.7,880,44.51671,8.81782,44.57973,8.78696,Q2091880,https://cycletrip.pro/climbs/colla-di-praglia
colla-di-praglia,Colla di Praglia,IT,Liguria,from Gaiazza,1,12.0,773,6.4,15.6,880,44.51671,8.81782,44.50413,8.89398,Q2091880,https://cycletrip.pro/climbs/colla-di-praglia
col-du-platzerwasel,Col du Platzerwasel,FR,Vosges,from Metzeral,1,10.3,713,6.9,13.9,1183,47.9695,7.04289,48.01551,7.07298,Q2982307,https://cycletrip.pro/climbs/col-du-platzerwasel
passo-croce-d-aune,Passo Croce d'Aune,IT,Dolomites,from Foen,1,11.2,737,6.6,12.9,1011,46.0618,11.83008,46.02113,11.8996,Q1140701,https://cycletrip.pro/climbs/passo-croce-d-aune
passo-croce-d-aune,Passo Croce d'Aune,IT,Dolomites,from Sorriva,2,11.3,596,5.3,13.4,1011,46.0618,11.83008,46.06001,11.76386,Q1140701,https://cycletrip.pro/climbs/passo-croce-d-aune
passo-di-pradarena,Passo di Pradarena,IT,Northern Apennines,from Cinquecerri,1,20.3,994,4.9,14.2,1574,44.28577,10.30039,44.35494,10.31655,Q1101783,https://cycletrip.pro/climbs/passo-di-pradarena
passo-di-pradarena,Passo di Pradarena,IT,Northern Apennines,from Sillano,1,14.0,831,5.9,13.2,1574,44.28577,10.30039,44.2314,10.30238,Q1101783,https://cycletrip.pro/climbs/passo-di-pradarena
col-de-la-crouzette,Col de la Crouzette,FR,Pyrenees,from Biert,1,8.4,642,7.6,17.9,1244,42.9328,1.32505,42.89808,1.31481,Q67437550,https://cycletrip.pro/climbs/col-de-la-crouzette
col-de-la-crouzette,Col de la Crouzette,FR,Pyrenees,from Rimont,1,11.3,719,6.4,14.4,1244,42.9328,1.32505,42.99407,1.28831,Q67437550,https://cycletrip.pro/climbs/col-de-la-crouzette
col-du-lautaret,Col du Lautaret,FR,French Alps,from Le Monêtier-les-Bains,2,15.8,634,4.0,10.0,2058,45.03523,6.40511,44.9649,6.53515,Q1107509,https://cycletrip.pro/climbs/col-du-lautaret
col-du-lautaret,Col du Lautaret,FR,French Alps,from Mizoën,1,21.8,1026,4.7,18.5,2058,45.03523,6.40511,45.04076,6.17325,Q1107509,https://cycletrip.pro/climbs/col-du-lautaret
puerto-de-haza-del-lino,Puerto de Haza del Lino,ES,Andalusia,from Albuñol,1,18.5,948,5.1,13.2,1280,36.81324,-3.30635,36.79662,-3.21564,Q6092293,https://cycletrip.pro/climbs/puerto-de-haza-del-lino
puerto-de-haza-del-lino,Puerto de Haza del Lino,ES,Andalusia,from Órgiva,4,7.0,192,2.7,12.3,1280,36.81324,-3.30635,36.83321,-3.35293,Q6092293,https://cycletrip.pro/climbs/puerto-de-haza-del-lino
col-de-la-croix-de-fer,Col de la Croix-de-Fer,FR,French Alps,from Saint-Colomban-des-Villards,2,5.0,327,6.6,10.5,2067,45.22749,6.20333,45.22844,6.15363,Q581865,https://cycletrip.pro/climbs/col-de-la-croix-de-fer
col-de-la-croix-de-fer,Col de la Croix-de-Fer,FR,French Alps,from Saint-Jean-d'Arves,1,14.3,832,5.8,12.2,2067,45.22749,6.20333,45.19802,6.3026,Q581865,https://cycletrip.pro/climbs/col-de-la-croix-de-fer
port-del-cant,Port del Cantó,ES,Southern Pyrenees,from el Pla de Sant Tirs,1,24.7,1093,4.4,13.8,1718,42.37036,1.23777,42.32696,1.39091,Q11942406,https://cycletrip.pro/climbs/port-del-cant
port-del-cant,Port del Cantó,ES,Southern Pyrenees,from Gerri de la Sal,1,32.4,1119,3.5,12.7,1718,42.37036,1.23777,42.32128,1.06295,Q11942406,https://cycletrip.pro/climbs/port-del-cant
dori,Dori,IT,Veneto,from Primolano,1,17.0,904,5.3,11.7,1132,45.93273,11.68548,45.96171,11.70805,,https://cycletrip.pro/climbs/dori
dori,Dori,IT,Veneto,from Stoner,3,5.6,215,3.8,16.5,1132,45.93273,11.68548,45.91655,11.65572,,https://cycletrip.pro/climbs/dori
collada-de-bracons,Collada de Bracons,ES,Girona,from Sant Esteve d'en Bas,1,8.9,653,7.3,14.5,1132,42.10836,2.37632,42.12851,2.44653,Q11914632,https://cycletrip.pro/climbs/collada-de-bracons
collada-de-bracons,Collada de Bracons,ES,Girona,from Sant Pere de Torelló,2,10.9,514,4.7,13.9,1132,42.10836,2.37632,42.0735,2.31914,Q11914632,https://cycletrip.pro/climbs/collada-de-bracons
col-de-tende-colle-di-tenda,Col de Tende / Colle di Tenda,IT,Piedmont,from Tende,1,7.4,590,8.0,13.4,1871,44.14968,7.56188,44.13756,7.56691,Q1108953,https://cycletrip.pro/climbs/col-de-tende-colle-di-tenda
col-de-tende-colle-di-tenda,Col de Tende / Colle di Tenda,IT,Piedmont,from Tetti Mecci,1,8.5,609,7.2,11.7,1871,44.14968,7.56188,44.17913,7.56479,Q1108953,https://cycletrip.pro/climbs/col-de-tende-colle-di-tenda
passo-del-tonale,Passo del Tonale,IT,Dolomites,from Incudine,1,24.5,973,4.0,14.3,1883,46.25801,10.58185,46.21894,10.35603,Q944457,https://cycletrip.pro/climbs/passo-del-tonale
passo-del-tonale,Passo del Tonale,IT,Dolomites,from Monclassico,1,28.1,1146,4.1,13.1,1883,46.25801,10.58185,46.33338,10.88881,Q944457,https://cycletrip.pro/climbs/passo-del-tonale
passo-della-scoglina,Passo della Scoglina,IT,Liguria,from Prato,1,15.6,853,5.5,15.3,920,44.47254,9.25001,44.40308,9.24986,Q3897405,https://cycletrip.pro/climbs/passo-della-scoglina
coll-dels-reis,Coll dels Reis,ES,Mallorca,from Escorca,3,2.7,160,6.0,9.3,682,39.82754,2.81799,39.81608,2.82456,,https://cycletrip.pro/climbs/coll-dels-reis
coll-dels-reis,Coll dels Reis,ES,Mallorca,from Sa Calobra,1,9.9,680,6.9,19.6,682,39.82754,2.81799,39.84947,2.79951,,https://cycletrip.pro/climbs/coll-dels-reis
mare-de-deu-del-mont,Mare de Déu del Mont,ES,Girona,from Cabanelles,1,11.8,746,6.3,14.5,1111,42.25839,2.70716,42.26168,2.76818,,https://cycletrip.pro/climbs/mare-de-deu-del-mont
staller-sattel-passo-di-stalle,Staller Sattel - Passo di Stalle,IT,Dolomites,from Hopfgarten in Defereggen,2,27.2,927,3.4,21.3,2052,46.88772,12.19969,46.91866,12.49444,Q371791,https://cycletrip.pro/climbs/staller-sattel-passo-di-stalle
staller-sattel-passo-di-stalle,Staller Sattel - Passo di Stalle,IT,Dolomites,from Niederrasen - Rasun di Sotto,1,23.1,1042,4.5,14.1,2052,46.88772,12.19969,46.77304,12.04072,Q371791,https://cycletrip.pro/climbs/staller-sattel-passo-di-stalle
passo-del-bocco,Passo del Bocco,IT,Liguria,from Bedonia,3,27.6,461,1.7,9.3,956,44.41526,9.4434,44.49829,9.6393,Q1859877,https://cycletrip.pro/climbs/passo-del-bocco
passo-del-bocco,Passo del Bocco,IT,Liguria,from Prati di Mezzanego,1,15.4,852,5.5,13.9,956,44.41526,9.4434,44.39183,9.37858,Q1859877,https://cycletrip.pro/climbs/passo-del-bocco
ju-de-fur-ia-furkelpass-passo-furcia,Ju de Furćia - Furkelpass - Passo Furcia,IT,Dolomites,from Pflaurenz - Floronzo,1,19.4,945,4.9,18.4,1789,46.72291,11.96892,46.77622,11.87681,Q641595,https://cycletrip.pro/climbs/ju-de-fur-ia-furkelpass-passo-furcia
ju-de-fur-ia-furkelpass-passo-furcia,Ju de Furćia - Furkelpass - Passo Furcia,IT,Dolomites,from St. Lorenzen - San Lorenzo di Sebato,1,23.8,953,4.0,16.5,1789,46.72291,11.96892,46.78501,11.90086,Q641595,https://cycletrip.pro/climbs/ju-de-fur-ia-furkelpass-passo-furcia
passo-della-borcola,Passo della Borcola,IT,Dolomites,from Arsiero,1,20.4,910,4.5,18.8,1207,45.82916,11.20563,45.80326,11.3552,Q3897387,https://cycletrip.pro/climbs/passo-della-borcola
passo-della-borcola,Passo della Borcola,IT,Dolomites,from Rovereto,1,22.0,1019,4.6,16.2,1207,45.82916,11.20563,45.89081,11.04341,Q3897387,https://cycletrip.pro/climbs/passo-della-borcola
san-valentino,San Valentino,IT,Lake Garda,from Fontechel,1,9.5,664,7.0,14.3,,45.78278,10.90588,45.81623,10.94789,,https://cycletrip.pro/climbs/san-valentino
col-de-la-faucille,Col de la Faucille,FR,Jura,from Gex,1,12.1,748,6.2,12.7,1323,46.36926,6.01938,46.33155,6.06462,Q1107433,https://cycletrip.pro/climbs/col-de-la-faucille
col-de-la-faucille,Col de la Faucille,FR,Jura,from Hauts de Bienne,3,26.1,571,2.2,11.2,1323,46.36926,6.01938,46.51815,6.02718,Q1107433,https://cycletrip.pro/climbs/col-de-la-faucille
croce-di-salven,Croce di Salven,IT,Lombardy,from Colere,3,8.9,363,4.1,14.5,1108,45.94739,10.15126,45.97478,10.10433,Q3698108,https://cycletrip.pro/climbs/croce-di-salven
croce-di-salven,Croce di Salven,IT,Lombardy,from Malegno,1,14.8,826,5.6,14.2,1108,45.94739,10.15126,45.94786,10.27684,Q3698108,https://cycletrip.pro/climbs/croce-di-salven
passo-della-bocchetta,Passo della Bocchetta,IT,Liguria,from Campomorone,1,8.7,634,7.3,18.4,772,44.55068,8.8878,44.51029,8.88422,Q3897384,https://cycletrip.pro/climbs/passo-della-bocchetta
passo-della-bocchetta,Passo della Bocchetta,IT,Liguria,from Carrosio,3,15.7,521,3.3,10.6,772,44.55068,8.8878,44.6604,8.83059,Q3897384,https://cycletrip.pro/climbs/passo-della-bocchetta
passo-dei-due-santi,Passo dei Due Santi,IT,Tuscany,from Adelano,1,7.4,582,7.9,19.5,1392,44.38862,9.75274,44.35585,9.74891,Q17638385,https://cycletrip.pro/climbs/passo-dei-due-santi
passo-di-ganda,Passo di Ganda,IT,Lombardy,from Fiorano al Serio,1,9.7,667,6.9,16.7,,45.79341,9.79326,45.797,9.83894,,https://cycletrip.pro/climbs/passo-di-ganda
passo-di-ganda,Passo di Ganda,IT,Lombardy,from Selvino,4,4.8,143,3.0,12.0,,45.79341,9.79326,45.78833,9.75127,,https://cycletrip.pro/climbs/passo-di-ganda
collada-de-beixal-s,Collada de Beixalís,AD,Andorra,from La Massana,1,8.6,589,6.9,15.3,1795,42.52775,1.54791,42.53279,1.51971,Q21330627,https://cycletrip.pro/climbs/collada-de-beixal-s
collada-de-beixal-s,Collada de Beixalís,AD,Andorra,from Vila,1,6.7,553,8.3,15.2,1795,42.52775,1.54791,42.53401,1.57531,Q21330627,https://cycletrip.pro/climbs/collada-de-beixal-s
tre-cime-di-lavaredo-drei-zinnen,Tre Cime di Lavaredo - Drei Zinnen,IT,Dolomites,from Auronzo di Cadore,1,9.6,659,6.9,18.1,,46.61775,12.29539,46.56547,12.24432,,https://cycletrip.pro/climbs/tre-cime-di-lavaredo-drei-zinnen
port-de-lers,Port de Lers,FR,Pyrenees,from Junac,1,19.4,926,4.8,17.4,1517,42.80641,1.41159,42.79282,1.58017,Q3398602,https://cycletrip.pro/climbs/port-de-lers
port-de-lers,Port de Lers,FR,Pyrenees,from Massat,1,16.9,883,5.2,10.8,1517,42.80641,1.41159,42.89125,1.34863,Q3398602,https://cycletrip.pro/climbs/port-de-lers
val-d-ese,Val d'Ese,FR,Corsica,from Bastelica,1,15.1,829,5.5,13.5,,41.99977,9.12315,42.00068,9.04949,,https://cycletrip.pro/climbs/val-d-ese
col-d-ares,Col d'Ares,ES,Girona,from Camprodon,3,16.5,557,3.4,9.8,1512,42.36701,2.4563,42.31492,2.37512,Q2981983,https://cycletrip.pro/climbs/col-d-ares
col-d-ares,Col d'Ares,ES,Girona,from Prats-de-Mollo-la-Preste,1,13.1,770,5.9,14.1,1512,42.36701,2.4563,42.40191,2.47947,Q2981983,https://cycletrip.pro/climbs/col-d-ares
colle-san-bernardo-di-mendatica,Colle San Bernardo di Mendatica,IT,Liguria,from Pieve di Teco,1,16.8,881,5.2,14.6,1263,44.08484,7.78432,44.05313,7.89168,Q21661608,https://cycletrip.pro/climbs/colle-san-bernardo-di-mendatica
forca-capistrello,Forca Capistrello,,,from Sant'Anatolia di Narco,1,15.0,831,5.5,16.5,,42.68282,12.90897,42.73597,12.83376,,https://cycletrip.pro/climbs/forca-capistrello
ordino-arcalis,Ordino-Arcalís,AD,Andorra,from la Cortinada,1,15.5,839,5.4,12.8,,42.62716,1.49126,42.56199,1.52943,,https://cycletrip.pro/climbs/ordino-arcalis
jouf-de-pordoi-passo-pordoi-pordoijoch,Jouf de Pordoi - Passo Pordoi - Pordoijoch,IT,Dolomites,from Ruaz,1,13.4,780,5.8,10.5,2239,46.48755,11.81219,46.49592,11.92158,Q1193166,https://cycletrip.pro/climbs/jouf-de-pordoi-passo-pordoi-pordoijoch
jouf-de-pordoi-passo-pordoi-pordoijoch,Jouf de Pordoi - Passo Pordoi - Pordoijoch,IT,Dolomites,from Soraga,1,27.3,1038,3.8,11.0,2239,46.48755,11.81219,46.39255,11.66672,Q1193166,https://cycletrip.pro/climbs/jouf-de-pordoi-passo-pordoi-pordoijoch
col-du-corbier,Col du Corbier,FR,French Alps,from Bonnevaux,2,5.5,415,7.6,11.7,1237,46.28414,6.64523,46.30115,6.67374,Q2982256,https://cycletrip.pro/climbs/col-du-corbier
col-du-corbier,Col du Corbier,FR,French Alps,from Le Biot,1,7.6,583,7.7,14.0,1237,46.28414,6.64523,46.28283,6.61714,Q2982256,https://cycletrip.pro/climbs/col-du-corbier
colle-del-lis,Colle del Lis,IT,Piedmont,from Rubiana,1,9.7,658,6.8,12.7,1311,45.17791,7.38257,45.13885,7.38236,Q1108941,https://cycletrip.pro/climbs/colle-del-lis
colle-del-lis,Colle del Lis,IT,Piedmont,from Viù,2,13.6,591,4.3,11.7,1311,45.17791,7.38257,45.23125,7.36819,Q1108941,https://cycletrip.pro/climbs/colle-del-lis
col-du-sapenay,Col du Sapenay,FR,French Alps,from Chindrieux,1,9.6,656,6.8,10.3,897,45.8247,5.86924,45.81004,5.85133,Q2982317,https://cycletrip.pro/climbs/col-du-sapenay
col-du-sapenay,Col du Sapenay,FR,French Alps,from Entrelacs,2,13.6,543,4.0,10.8,897,45.8247,5.86924,45.78689,5.94279,Q2982317,https://cycletrip.pro/climbs/col-du-sapenay
puerto-de-ordu-a,Puerto de Orduña,FR,,from Osma,3,6.7,309,4.6,10.0,900,42.949,-3.0305,42.90125,-3.06348,Q12268639,https://cycletrip.pro/climbs/puerto-de-ordu-a
puerto-de-ordu-a,Puerto de Orduña,FR,,from Urduña / Orduña,1,8.1,597,7.4,15.3,900,42.949,-3.0305,42.98249,-3.01377,Q12268639,https://cycletrip.pro/climbs/puerto-de-ordu-a
passo-di-cirone,Passo di Cirone,IT,Northern Apennines,from Bosco di Corniglio,3,7.1,367,5.2,13.4,1266,44.43881,10.0032,44.44166,10.03267,Q3897430,https://cycletrip.pro/climbs/passo-di-cirone
passo-di-cirone,Passo di Cirone,IT,Northern Apennines,from Pontremoli,1,18.4,898,4.9,14.7,1266,44.43881,10.0032,44.40079,9.88786,Q3897430,https://cycletrip.pro/climbs/passo-di-cirone
puerto-de-las-estacas-de-trueba,Puerto de las Estacas de Trueba,FR,,from Las Machorras,3,12.7,362,2.9,7.1,1166,43.11801,-3.70302,43.11107,-3.5783,Q16623246,https://cycletrip.pro/climbs/puerto-de-las-estacas-de-trueba
puerto-de-las-estacas-de-trueba,Puerto de las Estacas de Trueba,FR,,from Vega de Pas,1,15.7,831,5.3,14.2,1166,43.11801,-3.70302,43.15783,-3.80266,Q16623246,https://cycletrip.pro/climbs/puerto-de-las-estacas-de-trueba
urkiola,Urkiola,ES,Basque Country,from Mañaria,1,6.4,533,8.3,12.7,700,43.10092,-2.64621,43.13942,-2.65414,,https://cycletrip.pro/climbs/urkiola
urkiola,Urkiola,ES,Basque Country,from Otxandio,4,4.7,140,3.0,8.4,700,43.10092,-2.64621,43.06311,-2.66151,,https://cycletrip.pro/climbs/urkiola
col-de-notre-dame-des-abeilles,Col de Notre-Dame des Abeilles,FR,Provence,from Saint-Jaume,3,8.5,314,3.7,13.3,997,44.09312,5.32982,44.09316,5.38269,,https://cycletrip.pro/climbs/col-de-notre-dame-des-abeilles
col-de-notre-dame-des-abeilles,Col de Notre-Dame des Abeilles,FR,Provence,from Villes-sur-Auzon,1,11.1,699,6.3,9.1,997,44.09312,5.32982,44.0578,5.23521,,https://cycletrip.pro/climbs/col-de-notre-dame-des-abeilles
forcella-aurine,Forcella Aurine,IT,Dolomites,from Agordo,1,11.8,715,6.1,11.2,1299,46.23657,11.97605,46.2873,12.0237,Q3747942,https://cycletrip.pro/climbs/forcella-aurine
forcella-aurine,Forcella Aurine,IT,Dolomites,from Don di Gosaldo,3,3.6,161,4.5,10.8,1299,46.23657,11.97605,46.22091,11.95346,Q3747942,https://cycletrip.pro/climbs/forcella-aurine
col-du-fr-ne,Col du Frêne,FR,French Alps,from Sainte-Reine,3,4.1,177,4.3,9.8,950,45.58244,6.13558,45.61428,6.14313,Q49131435,https://cycletrip.pro/climbs/col-du-fr-ne
col-du-fr-ne,Col du Frêne,FR,French Alps,from Saint-Pierre-d'Albigny,1,10.7,683,6.4,11.8,950,45.58244,6.13558,45.55308,6.15904,Q49131435,https://cycletrip.pro/climbs/col-du-fr-ne
colle-di-nava,Colle di Nava,IT,Liguria,from Pieve di Teco,1,9.2,633,6.9,12.4,934,44.0849,7.87288,44.0504,7.90388,Q3682802,https://cycletrip.pro/climbs/colle-di-nava
colle-di-nava,Colle di Nava,IT,Liguria,from Trappa,4,19.5,333,1.7,9.1,934,44.0849,7.87288,44.18915,8.00242,Q3682802,https://cycletrip.pro/climbs/colle-di-nava
forcella-lavardet,Forcella Lavardet,IT,Dolomites,from Campolongo,2,11.0,598,5.4,12.0,1542,46.49978,12.62857,46.56505,12.57832,Q3747944,https://cycletrip.pro/climbs/forcella-lavardet
forcella-lavardet,Forcella Lavardet,IT,Dolomites,from Ovaro / Davâr,1,23.6,1022,4.3,13.6,1542,46.49978,12.62857,46.50896,12.86186,Q3747944,https://cycletrip.pro/climbs/forcella-lavardet
puerto-de-leitariegos,Puerto de Leitariegos,ES,Asturias,from Ponticieḷḷa,1,28.6,1101,3.9,10.4,1525,42.99816,-6.41747,43.14068,-6.52834,,https://cycletrip.pro/climbs/puerto-de-leitariegos
puerto-de-leitariegos,Puerto de Leitariegos,ES,Asturias,from Villablino,2,11.0,495,4.5,10.3,1525,42.99816,-6.41747,42.95183,-6.37173,,https://cycletrip.pro/climbs/puerto-de-leitariegos
colle-pra-martino,Colle Pra Martino,IT,Piedmont,from Abbadia Alpina,1,6.3,520,8.3,14.7,916,44.91414,7.27744,44.89214,7.31755,Q3682805,https://cycletrip.pro/climbs/colle-pra-martino
colle-pra-martino,Colle Pra Martino,IT,Piedmont,from Villar Perosa,2,6.5,409,6.3,13.2,916,44.91414,7.27744,44.9231,7.24491,Q3682805,https://cycletrip.pro/climbs/colle-pra-martino
col-de-vizzavona,Col de Vizzavona,FR,Corsica,from Bocognano,1,7.3,561,7.7,15.2,1183,42.11189,9.11215,42.08392,9.05964,Q2982142,https://cycletrip.pro/climbs/col-de-vizzavona
col-de-vizzavona,Col de Vizzavona,FR,Corsica,from Venaco,2,17.1,736,4.3,14.0,1183,42.11189,9.11215,42.20345,9.17368,Q2982142,https://cycletrip.pro/climbs/col-de-vizzavona
col-de-la-charbonni-re,Col de la Charbonnière,FR,,from Bourg-Bruche,3,13.9,471,3.4,11.3,961,48.38349,7.25743,48.35947,7.1353,Q2982153,https://cycletrip.pro/climbs/col-de-la-charbonni-re
col-de-la-charbonni-re,Col de la Charbonnière,FR,,from Plaine,1,8.6,548,6.4,12.5,961,48.38349,7.25743,48.4224,7.18389,Q2982153,https://cycletrip.pro/climbs/col-de-la-charbonni-re
col-de-la-charbonni-re,Col de la Charbonnière,FR,,from Villé,1,10.9,684,6.3,14.6,961,48.38349,7.25743,48.34719,7.29914,Q2982153,https://cycletrip.pro/climbs/col-de-la-charbonni-re
passo-tre-croci-son-zu-go,Passo Tre Croci - Son Zuógo,IT,Dolomites,from Cortina d'Ampezzo,1,8.1,589,7.3,12.3,1809,46.55702,12.20185,46.54092,12.13516,Q729190,https://cycletrip.pro/climbs/passo-tre-croci-son-zu-go
passo-tre-croci-son-zu-go,Passo Tre Croci - Son Zuógo,IT,Dolomites,from Pelos di Cadore,1,33.5,1079,3.2,10.7,1809,46.55702,12.20185,46.50006,12.45518,Q729190,https://cycletrip.pro/climbs/passo-tre-croci-son-zu-go
notschrei,Notschrei,FR,,from Kirchzarten (Kernort),1,12.4,726,5.9,15.3,1120,47.87626,7.90965,47.9539,7.95293,Q2002510,https://cycletrip.pro/climbs/notschrei
